,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
172,Gegadyne Energy,Special Funding Types,4000000.0,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,2018,Mumbai,IT & Technology,2018.0,Undisclosed
173,HyperXchange,Mid-Stage Funding,1000000.0,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,2018,Pune,Financial Services,2018.0,Undisclosed
174,Deftouch,Early-Stage Funding,584000.0,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,2018,Bangalore,IT & Technology,2018.0,Undisclosed
175,Doodhwala,Early-Stage Funding,2200000.0,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,2018,Bangalore,Consumer Goods,2018.0,Undisclosed
176,DronaHQ,Special Funding Types,500000.0,DronaHQ is an enterprise mobile engagement platform.,2018,Mumbai,IT & Technology,2018.0,Undisclosed
177,FastFox,Mid-Stage Funding,1460000.0,FastFox: Market Network for Home Rentals (India),2018,Gurugram,Real Estate,2018.0,Undisclosed
178,BuyForexOnline,Other Funding Types,2000000.0,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,2018,Bangalore,Travel & Tourism,2018.0,Undisclosed
179,Colive.in,Early-Stage Funding,1800000.0,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,2018,Bangalore,Consumer Goods,2018.0,Undisclosed
180,Agricxlab Private Limited,Early-Stage Funding,500000.0,Online marketplace where farmers and traders can sell their produce to B2B buyers,2018,Thane,Retail,2018.0,Undisclosed
181,Corefactors,Early-Stage Funding,584000.0,"Corefactors is a leading campaign management, business communication and analytics company.",2018,Bangalore,Business Services,2018.0,Undisclosed
182,Fincash.com,Early-Stage Funding,150000.0,A startup in the personal finance space in India .,2018,Mumbai,Business Services,2018.0,Undisclosed
183,Pandorum Technologies,Mid-Stage Funding,3600000.0,Bengaluru based biotech startup.,2018,Bangalore,Healthcare & Life Sciences,2018.0,Undisclosed
184,Shirsa Labs,Early-Stage Funding,500000.0,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,2018,Mumbai,Education,2018.0,Undisclosed
185,PetSutra,Early-Stage Funding,138700.0,Gurugram-based Online petcare platform.,2018,Gurugram,Healthcare & Life Sciences,2018.0,Undisclosed
186,Awaaz De,Special Funding Types,4000000.0,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,2018,Ahmedabad,IT & Technology,2018.0,Undisclosed
187,PinkBlue,Early-Stage Funding,300000.0,PinkBlue.in - Super-efficient supply-chain for clinical supplies,2018,Bangalore,Business Services,2018.0,Undisclosed
188,Eduvanz,Special Funding Types,500000.0,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2018,Mumbai,Business Services,2018.0,Undisclosed
189,Rupeek,Mid-Stage Funding,6830000.0,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,2018,Bangalore,Financial Services,2018.0,Undisclosed
190,Backpacker Panda Holidays Private Limited,Mid-Stage Funding,1400000.0,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,2018,Pune,Travel & Tourism,2018.0,Undisclosed
191,Shape (School Health and Physical Education),Early-Stage Funding,200000.0,Physical education start up,2018,Pune,Education,2018.0,Undisclosed
192,Placio,Early-Stage Funding,2000000.0,Placio is a student housing and a complete broker-free platform.,2018,Noida,Real Estate,2018.0,Undisclosed
193,Aviom India Housing Finance,Mid-Stage Funding,2190000.0,Delhi based housing finance company.,2018,New Delhi,Financial Services,2018.0,Undisclosed
194,GenRobotic,Early-Stage Funding,584000.0,A Robotic Company.,2018,Thiruvananthapuram,Business Services,2018.0,Undisclosed
195,HeyHolidays,Early-Stage Funding,1000000.0,"HeyHolidays, a global player in online vacation rentals.",2018,Bangalore,Travel & Tourism,2018.0,Undisclosed
196,Pratilipi,Mid-Stage Funding,4300000.0,Amazon's Kindle Direct Publishing for Indian Languages,2018,Bangalore,IT & Technology,2018.0,Undisclosed
197,SectorQube,Early-Stage Funding,584000.0,SectorQube develops smart kitchen devices that make food automatically.,2018,Ernakulam,IT & Technology,2018.0,Undisclosed
198,Food Memories,Early-Stage Funding,584000.0,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,2018,Ahmedabad,IT & Technology,2018.0,Undisclosed
199,ZAMROO,Early-Stage Funding,584000.0,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,2018,India,Retail,2018.0,Undisclosed
200,Silversparro Technologies Pvt. Ltd,Early-Stage Funding,300000.0,Silversparro is a deep learning technology solution provider.,2018,Gurugram,IT & Technology,2018.0,Undisclosed
201,Creator’s Gurukul,Special Funding Types,4000000.0,A coworking space provider.,2018,Gurugram,Business Services,2018.0,Undisclosed
202,Emflux Motors,Early-Stage Funding,364846.0,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,2018,Bangalore,Energy,2018.0,Undisclosed
203,Tricog Health Services Pvt Ltd,Mid-Stage Funding,4000000.0,Predictive Healthcare Analytics Company,2018,Bangalore,IT & Technology,2018.0,Undisclosed
204,Scapic,Early-Stage Funding,500000.0,Virtual/Augmented Reality Start Up .,2018,Bangalore,IT & Technology,2018.0,Undisclosed
205,6Degree,Early-Stage Funding,400000.0,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,2018,Mumbai,Retail,2018.0,Undisclosed
206,Chrysalis (EZ Vidya),Early-Stage Funding,584000.0,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,2018,Chennai,Education,2018.0,Undisclosed
207,Ekincare,Mid-Stage Funding,1500000.0,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,2018,Hyderabad,Healthcare & Life Sciences,2018.0,Undisclosed
208,Streo,Early-Stage Funding,584000.0,"Live stream music from nightclubs, bars & festivals!",2018,Gurugram,Media & Entertainment,2018.0,Undisclosed
209,Groww,Early-Stage Funding,120000.0,Groww offers a new way of investing money.,2018,Koramangala,IT & Technology,2018.0,Undisclosed
210,Cell Propulsion,Early-Stage Funding,102200.0,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,2018,Bangalore,Transportation & Logistics,2018.0,Undisclosed
211,Chezuba,Special Funding Types,20440.0,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,2018,Hyderabad,Business Services,2018.0,Undisclosed
212,Ontrack Technologies Pvt. Ltd,Early-Stage Funding,584000.0,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,2018,Bangalore,Retail,2018.0,Undisclosed
213,Wealthtrust,Early-Stage Funding,500000.0,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,2018,Mumbai,IT & Technology,2018.0,Undisclosed
214,Faclon Labs,Early-Stage Funding,584000.0,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,2018,Mumbai,IT & Technology,2018.0,Undisclosed
215,Awign Enterprises,Early-Stage Funding,730000.0,Operations and manpower outsourcing startup,2018,Bangalore,Business Services,2018.0,Undisclosed
216,CollPoll,Early-Stage Funding,584000.0,World-class Enterprise System for Education.,2018,Bangalore,Education,2018.0,Undisclosed
217,Zyla Health,Early-Stage Funding,584000.0,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,2018,New Delhi,Travel & Tourism,2018.0,Undisclosed
218,Hubhopper,Mid-Stage Funding,500000.0,Get your daily dose of interest as summaries from news and magazine stories .,2018,New Delhi,Sports,2018.0,Undisclosed
219,Rubix108 Technologies,Early-Stage Funding,1000000.0,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,2018,Pune,IT & Technology,2018.0,Undisclosed
220,Workflexi,Early-Stage Funding,146000.0,"Be Smart, Work on Contract,Be Smart, Hire on Contract",2018,Bangalore,IT & Technology,2018.0,Undisclosed
221,Streak,Early-Stage Funding,328500.0,Algorithmic trading platform.,2018,Bangalore,Business Services,2018.0,Undisclosed
222,Kuants,Early-Stage Funding,73000.0,Algorithmic trading platform.,2018,Gurugram,Business Services,2018.0,Undisclosed
223,NiYO Solutions,Mid-Stage Funding,13200000.0,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,2018,Bangalore,Financial Services,2018.0,Undisclosed
224,Hippo Video,Early-Stage Funding,584000.0,A video recording and sharing software.,2018,Chennai,Media & Entertainment,2018.0,Undisclosed
225,Satvacart,Early-Stage Funding,584000.0,Satvacart is a Gurgaon’s largest online supermarket,2018,Gurugram,IT & Technology,2018.0,Undisclosed
226,Daaki,Special Funding Types,4000000.0,Sports Nutrition startup,2018,Bangalore,Healthcare & Life Sciences,2018.0,Undisclosed
227,Simulanis,Early-Stage Funding,500000.0,A Delhi-based Augmented Reality and Virtual Reality technology development company.,2018,New Delhi,Education,2018.0,Undisclosed
228,MY CHIRAAG CAB,Early-Stage Funding,1000000.0,MY CHIRAAG CAB SERVICES PVT LTD,2018,Jaipur,Travel & Tourism,2018.0,Undisclosed
229,WOTU,Early-Stage Funding,584000.0,It operates a business-to-business e-commerce portal for food and beverages.,2018,Bangalore,Consumer Goods,2018.0,Undisclosed
230,Flathalt,Special Funding Types,50000.0,FInd your Customized Home here.,2018,Gurugram,Others,2018.0,Undisclosed
231,True Elements,Early-Stage Funding,730000.0,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,2018,Pune,Consumer Goods,2018.0,Undisclosed
232,Trendlyne Technologies,Early-Stage Funding,200000.0,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,2018,Bangalore,Business Services,2018.0,Undisclosed
233,Planys Technologies,Mid-Stage Funding,2046920.0,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,2018,Chennai,IT & Technology,2018.0,Undisclosed
234,HealthPlix,Mid-Stage Funding,3000000.0,HealthPlix is a healthtech startup,2018,Bangalore,Healthcare & Life Sciences,2018.0,Undisclosed
235,dishq,Early-Stage Funding,400000.0,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,2018,Bangalore,Consumer Goods,2018.0,Undisclosed
236,Entropik Technology,Early-Stage Funding,1100000.0,The boundaries between Human and Machines are shrinking fast.,2018,Bangalore,Education,2018.0,Undisclosed
237,myHQ,Mid-Stage Funding,500000.0,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,2018,New Delhi,Financial Services,2018.0,Undisclosed
238,Trell,Early-Stage Funding,1250000.0,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,2018,Bangalore,IT & Technology,2018.0,Undisclosed
239,Kidovators (by GyanLab),Early-Stage Funding,180000.0,Building future human capital through 21st Century Skills programs for K-12,2018,Bangalore,Education,2018.0,Undisclosed
240,Log 9 Materials,Early-Stage Funding,438000.0,Log 9 Materials is a nano-materials manufacturing and RnD startup,2018,Uttar Pradesh,IT & Technology,2018.0,Undisclosed
241,VTION,Early-Stage Funding,280320.0,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,2018,Gurugram,Media & Entertainment,2018.0,Undisclosed
242,HousingMan.com,Early-Stage Funding,1503800.0,"New Apartments, Flats for Sale in Bangalore",2018,Bangalore,Others,2018.0,Undisclosed
243,Steradian Semiconductors,Early-Stage Funding,584000.0,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,2018,Bangalore,IT & Technology,2018.0,Undisclosed
244,RupeeCircle,Early-Stage Funding,584000.0,RupeeCircle is a new age finance company.,2018,Mumbai,Business Services,2018.0,Undisclosed
245,Wooden Street,Mid-Stage Funding,1000000.0,Woodenstreet.com ensures to fulfill customer’s unique furniture requirements by crafting one-of-a-kind furniture pieces.,2018,Jaipur,IT & Technology,2018.0,Undisclosed
246,The Ken,Mid-Stage Funding,1500000.0,The Ken is India’s first subscriptions-only business news site,2018,Bangalore,Media & Entertainment,2018.0,Undisclosed
247,SaffronStays,Early-Stage Funding,2000000.0,SaffronStays connects travellers to India's Incredible hosts.,2018,Mumbai,Others,2018.0,Undisclosed
248,Vebbler,Early-Stage Funding,584000.0,A personal network for close people,2018,Bangalore,Media & Entertainment,2018.0,Undisclosed
249,Foyr,Mid-Stage Funding,4200000.0,"Foyr.com is India's first online, automated interior designer",2018,Pune,Business Services,2018.0,Undisclosed
250,MEngage,Early-Stage Funding,175000.0,MEngage is a mass consumer engagement application for doctors on both android and IOS platforms.,2018,Jaipur,IT & Technology,2018.0,Undisclosed
251,Inner Being Wellness,Special Funding Types,511000.0,"Inner Being Wellness manufactures beauty, wellness, and nutrition products.",2018,Hyderabad,Consumer Goods,2018.0,Undisclosed
252,Kobster,Early-Stage Funding,584000.0,Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an end-to-end solution for their procure-to-pay cycle.,2018,Chennai,Business Services,2018.0,Undisclosed
253,Wishberry,Mid-Stage Funding,1460000.0,Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,2018,Mumbai,Business Services,2018.0,Undisclosed
254,McXtra,Early-Stage Funding,1300000.0,McXtra is a digital insurance broking startup.,2018,Andheri,Financial Services,2018.0,Undisclosed
255,Magic Crate,Early-Stage Funding,584000.0,"Magic Crate is a theme based stimulating, fun and learning activity box for 4-8 year olds that is mailed to your doorstep every month.",2018,Bangalore,IT & Technology,2018.0,Undisclosed
